Rank;TZ;DAIO;Yr;mvts;;;
Low;Azerbaijan;I;2025;6,623;;;
Base;Azerbaijan;I;2026;7,169;;;
High;Azerbaijan;I;2026;7,939;;;
Low;Azerbaijan;I;2026;6,709;;;
Base;Azerbaijan;I;2027;7,384;;;
High;Azerbaijan;I;2027;8,437;;;
Low;Azerbaijan;I;2027;6,800;;;
Base;Azerbaijan;I;2028;7,626;;;
High;Azerbaijan;I;2028;8,985;;;
Low;Azerbaijan;I;2028;6,912;;;
Base;Azerbaijan;I;2029;7,834;;;
High;Azerbaijan;I;2029;9,513;;;
Low;Azerbaijan;I;2029;6,992;;;
Base;Baltic FAB;I;2010;44,574;;;
Base;Baltic FAB;I;2011;48,255;;;
Base;Baltic FAB;I;2012;56,195;;;
Base;Baltic FAB;I;2013;46,582;;;
Base;Baltic FAB;I;2014;48,457;;;
Base;Baltic FAB;I;2015;46,438;;;
Base;Baltic FAB;I;2016;46,765;;;
Base;Baltic FAB;I;2017;50,064;;;
Base;Baltic FAB;I;2018;51,317;;;
Base;Baltic FAB;I;2019;52,231;;;
Base;Baltic FAB;I;2020;33,537;;;
Base;Baltic FAB;I;2021;33,758;;;
Base;Baltic FAB;I;2022;47,698;;;
High;Baltic FAB;I;2022;47,698;;;
Low;Baltic FAB;I;2022;47,698;;;
Base;Baltic FAB;I;2023;49,375;;;
High;Baltic FAB;I;2023;49,602;;;
Low;Baltic FAB;I;2023;49,144;;;
Base;Baltic FAB;I;2024;51,331;;;
High;Baltic FAB;I;2024;52,069;;;
Low;Baltic FAB;I;2024;50,585;;;
Base;Baltic FAB;I;2025;52,598;;;
High;Baltic FAB;I;2025;54,015;;;
Low;Baltic FAB;I;2025;51,169;;;
Base;Baltic FAB;I;2026;53,696;;;
High;Baltic FAB;I;2026;55,612;;;
Low;Baltic FAB;I;2026;51,687;;;
Base;Baltic FAB;I;2027;54,603;;;
High;Baltic FAB;I;2027;57,033;;;
Low;Baltic FAB;I;2027;52,066;;;
Base;Baltic FAB;I;2028;55,676;;;
High;Baltic FAB;I;2028;58,648;;;
Low;Baltic FAB;I;2028;52,516;;;
Base;Baltic FAB;I;2029;56,426;;;
High;Baltic FAB;I;2029;59,932;;;
Low;Baltic FAB;I;2029;52,635;;;
Base;Belarus;I;2023;9;;;
High;Belarus;I;2023;9;;;
Low;Belarus;I;2023;9;;;
Base;Belarus;I;2024;16;;;
High;Belarus;I;2024;19;;;
Low;Belarus;I;2024;16;;;
Base;Belarus;I;2025;16;;;
High;Belarus;I;2025;19;;;
Low;Belarus;I;2025;16;;;
Base;Belarus;I;2026;16;;;
High;Belarus;I;2026;19;;;
Low;Belarus;I;2026;16;;;
Base;Belarus;I;2027;16;;;
High;Belarus;I;2027;19;;;
Low;Belarus;I;2027;16;;;
Base;Belarus;I;2028;16;;;
High;Belarus;I;2028;19;;;
Low;Belarus;I;2028;16;;;
Base;Belarus;I;2029;16;;;
High;Belarus;I;2029;18;;;
Low;Belarus;I;2029;16;;;
Base;Belgium/Luxembourg;I;2010;8,352;;;
Base;Belgium/Luxembourg;I;2011;9,283;;;
Base;Belgium/Luxembourg;I;2012;7,477;;;
Base;Belgium/Luxembourg;I;2013;7,424;;;
Base;Belgium/Luxembourg;I;2014;7,567;;;
Base;Belgium/Luxembourg;I;2015;6,790;;;
Base;Belgium/Luxembourg;I;2016;5,882;;;
Base;Belgium/Luxembourg;I;2017;5,278;;;
Base;Belgium/Luxembourg;I;2018;5,242;;;
Base;Belgium/Luxembourg;I;2019;5,138;;;
Base;Belgium/Luxembourg;I;2020;4,309;;;
Base;Belgium/Luxembourg;I;2021;6,506;;;
Base;Belgium/Luxembourg;I;2022;5,926;;;
High;Belgium/Luxembourg;I;2022;5,926;;;
Low;Belgium/Luxembourg;I;2022;5,926;;;
Base;Belgium/Luxembourg;I;2023;5,314;;;
High;Belgium/Luxembourg;I;2023;5,406;;;
Low;Belgium/Luxembourg;I;2023;5,224;;;
Base;Belgium/Luxembourg;I;2024;5,193;;;
High;Belgium/Luxembourg;I;2024;5,357;;;
Low;Belgium/Luxembourg;I;2024;5,028;;;
Base;Belgium/Luxembourg;I;2025;5,293;;;
High;Belgium/Luxembourg;I;2025;5,528;;;
Low;Belgium/Luxembourg;I;2025;4,992;;;
Base;Belgium/Luxembourg;I;2026;5,327;;;
High;Belgium/Luxembourg;I;2026;5,601;;;
Low;Belgium/Luxembourg;I;2026;4,987;;;
Base;Belgium/Luxembourg;I;2027;5,354;;;
High;Belgium/Luxembourg;I;2027;5,664;;;
Low;Belgium/Luxembourg;I;2027;4,977;;;
Base;Belgium/Luxembourg;I;2028;5,370;;;
High;Belgium/Luxembourg;I;2028;5,715;;;
Low;Belgium/Luxembourg;I;2028;4,980;;;
Base;Belgium/Luxembourg;I;2029;5,374;;;
High;Belgium/Luxembourg;I;2029;5,752;;;
Low;Belgium/Luxembourg;I;2029;4,954;;;
Base;BLUE MED FAB;I;2010;531,675;;;
Base;BLUE MED FAB;I;2011;522,454;;;
Base;BLUE MED FAB;I;2012;479,958;;;
Base;BLUE MED FAB;I;2013;438,352;;;
Base;BLUE MED FAB;I;2014;443,920;;;
Base;BLUE MED FAB;I;2015;444,743;;;
Base;BLUE MED FAB;I;2016;451,332;;;
Base;BLUE MED FAB;I;2017;457,718;;;
Base;BLUE MED FAB;I;2018;474,029;;;
Base;BLUE MED FAB;I;2019;479,555;;;
Base;BLUE MED FAB;I;2020;262,518;;;
Base;BLUE MED FAB;I;2021;363,001;;;
Base;BLUE MED FAB;I;2022;476,889;;;
High;BLUE MED FAB;I;2022;476,889;;;
Low;BLUE MED FAB;I;2022;476,889;;;
Base;BLUE MED FAB;I;2023;493,457;;;
High;BLUE MED FAB;I;2023;495,784;;;
Low;BLUE MED FAB;I;2023;491,096;;;
Base;BLUE MED FAB;I;2024;509,948;;;
High;BLUE MED FAB;I;2024;520,996;;;
Low;BLUE MED FAB;I;2024;498,316;;;
Base;BLUE MED FAB;I;2025;515,831;;;
High;BLUE MED FAB;I;2025;542,283;;;
Low;BLUE MED FAB;I;2025;491,246;;;
Base;BLUE MED FAB;I;2026;520,564;;;
High;BLUE MED FAB;I;2026;558,691;;;
Low;BLUE MED FAB;I;2026;486,827;;;
Base;BLUE MED FAB;I;2027;523,236;;;
High;BLUE MED FAB;I;2027;572,952;;;
Low;BLUE MED FAB;I;2027;480,912;;;
Base;BLUE MED FAB;I;2028;524,725;;;
High;BLUE MED FAB;I;2028;586,053;;;
Low;BLUE MED FAB;I;2028;474,333;;;
Base;BLUE MED FAB;I;2029;523,179;;;
High;BLUE MED FAB;I;2029;595,645;;;
Low;BLUE MED FAB;I;2029;465,521;;;
Base;Bosnia and Herzegovina;I;2010;335;;;
Base;Bosnia and Herzegovina;I;2011;462;;;
Base;Bosnia and Herzegovina;I;2012;438;;;
Base;Bosnia and Herzegovina;I;2013;452;;;
Base;Bosnia and Herzegovina;I;2014;551;;;
Base;Bosnia and Herzegovina;I;2015;271;;;
Base;Bosnia and Herzegovina;I;2016;92;;;
Base;Bosnia and Herzegovina;I;2017;104;;;
Base;Bosnia and Herzegovina;I;2018;111;;;
Base;Bosnia and Herzegovina;I;2019;230;;;
Base;Bosnia and Herzegovina;I;2020;100;;;
Base;Bosnia and Herzegovina;I;2021;143;;;
Base;Bosnia and Herzegovina;I;2022;151;;;
High;Bosnia and Herzegovina;I;2022;151;;;
Low;Bosnia and Herzegovina;I;2022;151;;;
Base;Bosnia and Herzegovina;I;2023;144;;;
High;Bosnia and Herzegovina;I;2023;156;;;
Low;Bosnia and Herzegovina;I;2023;132;;;
Base;Bosnia and Herzegovina;I;2024;145;;;
High;Bosnia and Herzegovina;I;2024;166;;;
Low;Bosnia and Herzegovina;I;2024;125;;;
Base;Bosnia and Herzegovina;I;2025;145;;;
High;Bosnia and Herzegovina;I;2025;170;;;
Low;Bosnia and Herzegovina;I;2025;120;;;
Base;Bosnia and Herzegovina;I;2026;145;;;
High;Bosnia and Herzegovina;I;2026;174;;;
Low;Bosnia and Herzegovina;I;2026;117;;;
Base;Bosnia and Herzegovina;I;2027;145;;;
High;Bosnia and Herzegovina;I;2027;177;;;
Low;Bosnia and Herzegovina;I;2027;114;;;
Base;Bosnia and Herzegovina;I;2028;145;;;
High;Bosnia and Herzegovina;I;2028;180;;;
Low;Bosnia and Herzegovina;I;2028;111;;;
Base;Bosnia and Herzegovina;I;2029;145;;;
High;Bosnia and Herzegovina;I;2029;182;;;
Low;Bosnia and Herzegovina;I;2029;109;;;
Base;Bulgaria;I;2010;4,586;;;
Base;Bulgaria;I;2011;5,359;;;
Base;Bulgaria;I;2012;4,995;;;
Base;Bulgaria;I;2013;4,298;;;
Base;Bulgaria;I;2014;4,090;;;
Base;Bulgaria;I;2015;4,016;;;
Base;Bulgaria;I;2016;4,148;;;
Base;Bulgaria;I;2017;4,526;;;
Base;Bulgaria;I;2018;4,236;;;
Base;Bulgaria;I;2019;4,262;;;
Base;Bulgaria;I;2020;2,974;;;
Base;Bulgaria;I;2021;3,451;;;
Base;Bulgaria;I;2022;3,734;;;
High;Bulgaria;I;2022;3,734;;;
Low;Bulgaria;I;2022;3,734;;;
Base;Bulgaria;I;2023;3,673;;;
High;Bulgaria;I;2023;3,695;;;
Low;Bulgaria;I;2023;3,652;;;
Base;Bulgaria;I;2024;4,030;;;
High;Bulgaria;I;2024;4,120;;;
Low;Bulgaria;I;2024;3,922;;;
Base;Bulgaria;I;2025;4,203;;;
High;Bulgaria;I;2025;4,415;;;
Low;Bulgaria;I;2025;3,993;;;
Base;Bulgaria;I;2026;4,367;;;
High;Bulgaria;I;2026;4,684;;;
Low;Bulgaria;I;2026;4,075;;;
Base;Bulgaria;I;2027;4,531;;;
High;Bulgaria;I;2027;4,962;;;
Low;Bulgaria;I;2027;4,154;;;
Base;Bulgaria;I;2028;4,707;;;
High;Bulgaria;I;2028;5,265;;;
Low;Bulgaria;I;2028;4,242;;;
Base;Bulgaria;I;2029;4,860;;;
High;Bulgaria;I;2029;5,551;;;
Low;Bulgaria;I;2029;4,306;;;
Base;Croatia;I;2010;10,343;;;
Base;Croatia;I;2011;9,693;;;
Base;Croatia;I;2012;8,757;;;
Base;Croatia;I;2013;8,366;;;
Base;Croatia;I;2014;9,673;;;
Base;Croatia;I;2015;9,245;;;
Base;Croatia;I;2016;9,956;;;
Base;Croatia;I;2017;10,558;;;
Base;Croatia;I;2018;10,921;;;
Base;Croatia;I;2019;11,015;;;
Base;Croatia;I;2020;7,083;;;
Base;Croatia;I;2021;9,386;;;
Base;Croatia;I;2022;8,876;;;
High;Croatia;I;2022;8,876;;;
Low;Croatia;I;2022;8,876;;;
Base;Croatia;I;2023;10,413;;;
High;Croatia;I;2023;10,465;;;
Low;Croatia;I;2023;10,361;;;
Base;Croatia;I;2024;11,208;;;
High;Croatia;I;2024;11,489;;;
Low;Croatia;I;2024;10,925;;;
Base;Croatia;I;2025;11,399;;;
High;Croatia;I;2025;11,996;;;
Low;Croatia;I;2025;10,821;;;
Base;Croatia;I;2026;11,681;;;
High;Croatia;I;2026;12,525;;;
Low;Croatia;I;2026;10,881;;;
Base;Croatia;I;2027;12,009;;;
High;Croatia;I;2027;13,119;;;
Low;Croatia;I;2027;10,980;;;
Base;Croatia;I;2028;12,344;;;
High;Croatia;I;2028;13,740;;;
Low;Croatia;I;2028;11,080;;;
Base;Croatia;I;2029;12,602;;;
High;Croatia;I;2029;14,289;;;
Low;Croatia;I;2029;11,110;;;
Base;Cyprus;I;2010;1,972;;;
Base;Cyprus;I;2011;1,382;;;
Base;Cyprus;I;2012;821;;;
Base;Cyprus;I;2013;684;;;
Base;Cyprus;I;2014;753;;;
Base;Cyprus;I;2015;2,143;;;
Base;Cyprus;I;2016;2,795;;;
Base;Cyprus;I;2017;2,562;;;
Base;Cyprus;I;2018;2,439;;;
Base;Cyprus;I;2019;1,801;;;
Base;Cyprus;I;2020;1,856;;;
Base;Cyprus;I;2021;1,908;;;
Base;Cyprus;I;2022;1,958;;;
High;Cyprus;I;2022;1,958;;;
Low;Cyprus;I;2022;1,958;;;
Base;Cyprus;I;2023;1,994;;;
High;Cyprus;I;2023;1,999;;;
Low;Cyprus;I;2023;1,989;;;
Base;Cyprus;I;2024;2,016;;;
High;Cyprus;I;2024;2,028;;;
Low;Cyprus;I;2024;2,004;;;
Base;Cyprus;I;2025;2,062;;;
High;Cyprus;I;2025;2,085;;;
Low;Cyprus;I;2025;2,041;;;
Base;Cyprus;I;2026;2,093;;;
High;Cyprus;I;2026;2,128;;;
Low;Cyprus;I;2026;2,064;;;
Base;Cyprus;I;2027;2,140;;;
High;Cyprus;I;2027;2,189;;;
Low;Cyprus;I;2027;2,100;;;
Base;Cyprus;I;2028;2,180;;;
High;Cyprus;I;2028;2,245;;;
Low;Cyprus;I;2028;2,129;;;
Base;Cyprus;I;2029;2,217;;;
High;Cyprus;I;2029;2,300;;;
Low;Cyprus;I;2029;2,155;;;
Base;Czech Republic;I;2010;8,419;;;
Base;Czech Republic;I;2011;6,582;;;
Base;Czech Republic;I;2012;5,554;;;
Base;Czech Republic;I;2013;4,426;;;
Base;Czech Republic;I;2014;5,055;;;
Base;Czech Republic;I;2015;6,364;;;
Base;Czech Republic;I;2016;6,640;;;
Base;Czech Republic;I;2017;6,982;;;
Base;Czech Republic;I;2018;6,966;;;
Base;Czech Republic;I;2019;6,101;;;
Base;Czech Republic;I;2020;6,510;;;
Base;Czech Republic;I;2021;7,932;;;
Base;Czech Republic;I;2022;6,098;;;
High;Czech Republic;I;2022;6,098;;;
Low;Czech Republic;I;2022;6,098;;;
Base;Czech Republic;I;2023;5,686;;;
High;Czech Republic;I;2023;5,754;;;
Low;Czech Republic;I;2023;5,617;;;
Base;Czech Republic;I;2024;6,034;;;
High;Czech Republic;I;2024;6,185;;;
Low;Czech Republic;I;2024;5,879;;;
Base;Czech Republic;I;2025;6,108;;;
High;Czech Republic;I;2025;6,308;;;
Low;Czech Republic;I;2025;5,905;;;
Base;Czech Republic;I;2026;6,223;;;
High;Czech Republic;I;2026;6,470;;;
Low;Czech Republic;I;2026;5,973;;;
Base;Czech Republic;I;2027;6,338;;;
High;Czech Republic;I;2027;6,637;;;
Low;Czech Republic;I;2027;6,038;;;
Base;Czech Republic;I;2028;6,468;;;
High;Czech Republic;I;2028;6,827;;;
Low;Czech Republic;I;2028;6,115;;;
Base;Czech Republic;I;2029;6,556;;;
High;Czech Republic;I;2029;6,978;;;
Low;Czech Republic;I;2029;6,150;;;
Base;Danube FAB;I;2010;34,751;;;
Base;Danube FAB;I;2011;29,255;;;
Base;Danube FAB;I;2012;26,872;;;
Base;Danube FAB;I;2013;23,629;;;
Base;Danube FAB;I;2014;22,070;;;
Base;Danube FAB;I;2015;21,270;;;
Base;Danube FAB;I;2016;25,831;;;
Base;Danube FAB;I;2017;29,655;;;
Base;Danube FAB;I;2018;31,113;;;
Base;Danube FAB;I;2019;29,651;;;
Base;Danube FAB;I;2020;17,794;;;
Base;Danube FAB;I;2021;22,946;;;
Base;Danube FAB;I;2022;27,906;;;
High;Danube FAB;I;2022;27,906;;;
Low;Danube FAB;I;2022;27,906;;;
Base;Danube FAB;I;2023;27,523;;;
High;Danube FAB;I;2023;27,717;;;
Low;Danube FAB;I;2023;27,320;;;
Base;Danube FAB;I;2024;28,442;;;
High;Danube FAB;I;2024;29,078;;;
Low;Danube FAB;I;2024;27,793;;;
Base;Danube FAB;I;2025;29,387;;;
High;Danube FAB;I;2025;30,816;;;
Low;Danube FAB;I;2025;28,060;;;
Base;Danube FAB;I;2026;29,939;;;
High;Danube FAB;I;2026;32,006;;;
Low;Danube FAB;I;2026;28,104;;;
Base;Danube FAB;I;2027;30,441;;;
High;Danube FAB;I;2027;33,168;;;
Low;Danube FAB;I;2027;28,107;;;
Base;Danube FAB;I;2028;31,022;;;
High;Danube FAB;I;2028;34,447;;;
Low;Danube FAB;I;2028;28,182;;;
Base;Danube FAB;I;2029;31,412;;;
High;Danube FAB;I;2029;35,542;;;
Low;Danube FAB;I;2029;28,093;;;
Base;Denmark;I;2010;51,379;;;
Base;Denmark;I;2011;51,895;;;
Base;Denmark;I;2012;39,931;;;
Base;Denmark;I;2013;42,004;;;
Base;Denmark;I;2014;41,710;;;
Base;Denmark;I;2015;41,030;;;
Base;Denmark;I;2016;42,704;;;
Base;Denmark;I;2017;42,200;;;
Base;Denmark;I;2018;38,929;;;
Base;Denmark;I;2019;38,760;;;
Base;Denmark;I;2020;24,967;;;
Base;Denmark;I;2021;27,710;;;
Base;Denmark;I;2022;34,087;;;
High;Denmark;I;2022;34,087;;;
Low;Denmark;I;2022;34,087;;;
Base;Denmark;I;2023;33,011;;;
High;Denmark;I;2023;33,145;;;
Low;Denmark;I;2023;32,878;;;
Base;Denmark;I;2024;36,110;;;
High;Denmark;I;2024;36,659;;;
Low;Denmark;I;2024;35,523;;;
Base;Denmark;I;2025;36,083;;;
High;Denmark;I;2025;37,045;;;
Low;Denmark;I;2025;35,034;;;
Base;Denmark;I;2026;36,094;;;
High;Denmark;I;2026;37,407;;;
Low;Denmark;I;2026;34,651;;;
Base;Denmark;I;2027;35,996;;;
High;Denmark;I;2027;37,656;;;
Low;Denmark;I;2027;34,179;;;
Base;Denmark;I;2028;35,938;;;
High;Denmark;I;2028;37,947;;;
Low;Denmark;I;2028;33,757;;;
Base;Denmark;I;2029;35,685;;;
High;Denmark;I;2029;38,028;;;
Low;Denmark;I;2029;33,168;;;
Base;DK-SE FAB;I;2010;220,942;;;
Base;DK-SE FAB;I;2011;231,429;;;
Base;DK-SE FAB;I;2012;213,749;;;
Base;DK-SE FAB;I;2013;215,880;;;
Base;DK-SE FAB;I;2014;215,871;;;
Base;DK-SE FAB;I;2015;212,526;;;
Base;DK-SE FAB;I;2016;217,628;;;
Base;DK-SE FAB;I;2017;216,115;;;
Base;DK-SE FAB;I;2018;204,460;;;
Base;DK-SE FAB;I;2019;189,874;;;
Base;DK-SE FAB;I;2020;97,669;;;
Base;DK-SE FAB;I;2021;103,168;;;
Base;DK-SE FAB;I;2022;142,594;;;
High;DK-SE FAB;I;2022;142,594;;;
Low;DK-SE FAB;I;2022;142,594;;;
Base;DK-SE FAB;I;2023;145,178;;;
High;DK-SE FAB;I;2023;146,080;;;
Low;DK-SE FAB;I;2023;144,175;;;
Base;DK-SE FAB;I;2024;151,377;;;
High;DK-SE FAB;I;2024;154,578;;;
Low;DK-SE FAB;I;2024;147,921;;;
Base;DK-SE FAB;I;2025;153,275;;;
High;DK-SE FAB;I;2025;159,062;;;
Low;DK-SE FAB;I;2025;147,168;;;
Base;DK-SE FAB;I;2026;155,749;;;
High;DK-SE FAB;I;2026;163,533;;;
Low;DK-SE FAB;I;2026;147,595;;;
Base;DK-SE FAB;I;2027;157,844;;;
High;DK-SE FAB;I;2027;167,683;;;
Low;DK-SE FAB;I;2027;147,666;;;
Base;DK-SE FAB;I;2028;159,977;;;
High;DK-SE FAB;I;2028;171,952;;;
Low;DK-SE FAB;I;2028;147,764;;;
Base;DK-SE FAB;I;2029;161,072;;;
High;DK-SE FAB;I;2029;175,159;;;
Low;DK-SE FAB;I;2029;146,926;;;
Base;ECAC;I;2010;7,761,917;;;
Base;ECAC;I;2011;8,007,825;;;
Base;ECAC;I;2012;7,751,163;;;
Base;ECAC;I;2013;7,575,527;;;
Base;ECAC;I;2014;7,681,079;;;
Base;ECAC;I;2015;7,855,549;;;
Base;ECAC;I;2016;8,140,856;;;
Base;ECAC;I;2017;8,364,219;;;
Base;ECAC;I;2018;8,586,718;;;
Base;ECAC;I;2019;8,595,343;;;
Base;ECAC;I;2020;3,932,875;;;
Base;ECAC;I;2021;4,887,487;;;
Base;ECAC;I;2022;7,349,114;;;
High;ECAC;I;2022;7,349,114;;;
Low;ECAC;I;2022;7,349,114;;;
Base;ECAC;I;2023;7,897,852;;;
High;ECAC;I;2023;7,952,455;;;
Low;ECAC;I;2023;7,840,988;;;
Base;ECAC;I;2024;8,408,275;;;
High;ECAC;I;2024;8,582,515;;;
Low;ECAC;I;2024;8,223,070;;;
Base;ECAC;I;2025;8,541,671;;;
High;ECAC;I;2025;8,880,021;;;
Low;ECAC;I;2025;8,200,214;;;
Base;ECAC;I;2026;8,699,908;;;
High;ECAC;I;2026;9,160,829;;;
Low;ECAC;I;2026;8,236,059;;;
Base;ECAC;I;2027;8,832,715;;;
High;ECAC;I;2027;9,399,852;;;
Low;ECAC;I;2027;8,246,030;;;
Base;ECAC;I;2028;8,961,949;;;
High;ECAC;I;2028;9,624,990;;;
Low;ECAC;I;2028;8,262,761;;;
Base;ECAC;I;2029;9,030,233;;;
High;ECAC;I;2029;9,789,320;;;
Low;ECAC;I;2029;8,224,903;;;
Base;Egypt;I;2023;37;;;
High;Egypt;I;2023;44;;;
Low;Egypt;I;2023;29;;;
Base;Egypt;I;2024;34;;;
High;Egypt;I;2024;49;;;
Low;Egypt;I;2024;26;;;
Base;Egypt;I;2025;34;;;
High;Egypt;I;2025;49;;;
Low;Egypt;I;2025;26;;;
Base;Egypt;I;2026;34;;;
High;Egypt;I;2026;48;;;
Low;Egypt;I;2026;26;;;
Base;Egypt;I;2027;33;;;
High;Egypt;I;2027;48;;;
Low;Egypt;I;2027;26;;;
Base;Egypt;I;2028;33;;;
High;Egypt;I;2028;47;;;
Low;Egypt;I;2028;26;;;
Base;Egypt;I;2029;33;;;
High;Egypt;I;2029;47;;;
Low;Egypt;I;2029;26;;;
Base;ESRA02;I;2023;7,032,529;;;
High;ESRA02;I;2023;7,080,678;;;
Low;ESRA02;I;2023;6,981,940;;;
Base;ESRA02;I;2024;7,464,176;;;
High;ESRA02;I;2024;7,617,621;;;
Low;ESRA02;I;2024;7,299,502;;;
Base;ESRA02;I;2025;7,574,798;;;
High;ESRA02;I;2025;7,873,385;;;
Low;ESRA02;I;2025;7,271,065;;;
Base;ESRA02;I;2026;7,709,750;;;
High;ESRA02;I;2026;8,116,038;;;
Low;ESRA02;I;2026;7,297,848;;;
Base;ESRA02;I;2027;7,823,346;;;
High;ESRA02;I;2027;8,320,697;;;
Low;ESRA02;I;2027;7,302,358;;;
Base;ESRA02;I;2028;7,932,302;;;
High;ESRA02;I;2028;8,510,632;;;
Low;ESRA02;I;2028;7,313,039;;;
Base;ESRA02;I;2029;7,985,802;;;
High;ESRA02;I;2029;8,645,233;;;
Low;ESRA02;I;2029;7,274,525;;;
Base;ESRA08;I;2010;7,561,649;;;
Base;ESRA08;I;2011;7,789,439;;;
Base;ESRA08;I;2012;7,513,459;;;
Base;ESRA08;I;2013;7,346,812;;;
Base;ESRA08;I;2014;7,443,417;;;
Base;ESRA08;I;2015;7,605,199;;;
Base;ESRA08;I;2016;7,875,480;;;
Base;ESRA08;I;2017;8,075,096;;;
Base;ESRA08;I;2018;8,278,068;;;
Base;ESRA08;I;2019;8,285,001;;;
Base;ESRA08;I;2020;3,790,580;;;
Base;ESRA08;I;2021;4,697,112;;;
Base;ESRA08;I;2022;7,065,319;;;
High;ESRA08;I;2022;7,065,319;;;
Low;ESRA08;I;2022;7,065,319;;;
Base;ESRA08;I;2023;7,584,867;;;
High;ESRA08;I;2023;7,637,512;;;
Low;ESRA08;I;2023;7,530,094;;;
Base;ESRA08;I;2024;8,067,957;;;
High;ESRA08;I;2024;8,233,713;;;
Low;ESRA08;I;2024;7,891,350;;;
Base;ESRA08;I;2025;8,192,617;;;
High;ESRA08;I;2025;8,513,362;;;
Low;ESRA08;I;2025;7,867,815;;;
Base;ESRA08;I;2026;8,341,838;;;
High;ESRA08;I;2026;8,778,026;;;
Low;ESRA08;I;2026;7,900,833;;;
Base;ESRA08;I;2027;8,468,131;;;
High;ESRA08;I;2027;9,003,318;;;
Low;ESRA08;I;2027;7,910,348;;;
Base;ESRA08;I;2028;8,590,429;;;
High;ESRA08;I;2028;9,214,499;;;
Low;ESRA08;I;2028;7,926,152;;;
Base;ESRA08;I;2029;8,653,699;;;
High;ESRA08;I;2029;9,366,823;;;
Low;ESRA08;I;2029;7,889,118;;;
Base;Estonia;I;2010;2,649;;;
Base;Estonia;I;2011;3,210;;;
Base;Estonia;I;2012;3,198;;;
Base;Estonia;I;2013;2,734;;;
Base;Estonia;I;2014;2,845;;;
Base;Estonia;I;2015;3,756;;;
Base;Estonia;I;2016;3,104;;;
Base;Estonia;I;2017;3,663;;;
Base;Estonia;I;2018;3,998;;;
Base;Estonia;I;2019;3,911;;;
Base;Estonia;I;2020;3,405;;;
Base;Estonia;I;2021;3,763;;;
Base;Estonia;I;2022;4,093;;;
High;Estonia;I;2022;4,093;;;
Low;Estonia;I;2022;4,093;;;
Base;Estonia;I;2023;4,041;;;
High;Estonia;I;2023;4,055;;;
Low;Estonia;I;2023;4,027;;;
Base;Estonia;I;2024;4,277;;;
High;Estonia;I;2024;4,342;;;
Low;Estonia;I;2024;4,202;;;
Base;Estonia;I;2025;4,400;;;
High;Estonia;I;2025;4,597;;;
Low;Estonia;I;2025;4,200;;;
Base;Estonia;I;2026;4,514;;;
High;Estonia;I;2026;4,822;;;
Low;Estonia;I;2026;4,212;;;
Base;Estonia;I;2027;4,612;;;
High;Estonia;I;2027;5,040;;;
Low;Estonia;I;2027;4,209;;;
Base;Estonia;I;2028;4,708;;;
High;Estonia;I;2028;5,266;;;
Low;Estonia;I;2028;4,202;;;
Base;Estonia;I;2029;4,776;;;
High;Estonia;I;2029;5,469;;;
Low;Estonia;I;2029;4,171;;;
Base;EU27;I;2019;4,937,216;;;
Base;EU27;I;2020;2,313,805;;;
Base;EU27;I;2021;2,959,552;;;
Base;EU27;I;2022;4,293,850;;;
High;EU27;I;2022;4,293,850;;;
Low;EU27;I;2022;4,293,850;;;
Base;EU27;I;2023;4,534,917;;;
High;EU27;I;2023;4,565,661;;;
Low;EU27;I;2023;4,502,245;;;
Base;EU27;I;2024;4,828,626;;;
High;EU27;I;2024;4,931,773;;;
Low;EU27;I;2024;4,717,915;;;
Base;EU27;I;2025;4,918,520;;;
High;EU27;I;2025;5,126,525;;;
Low;EU27;I;2025;4,709,773;;;
Base;EU27;I;2026;5,019,004;;;
High;EU27;I;2026;5,305,088;;;
Low;EU27;I;2026;4,733,501;;;
Base;EU27;I;2027;5,104,198;;;
High;EU27;I;2027;5,455,466;;;
Low;EU27;I;2027;4,741,331;;;
Base;EU27;I;2028;5,180,188;;;
High;EU27;I;2028;5,589,649;;;
Low;EU27;I;2028;4,748,758;;;
Base;EU27;I;2029;5,214,995;;;
High;EU27;I;2029;5,682,355;;;
Low;EU27;I;2029;4,720,001;;;
Base;FAB CE;I;2010;98,073;;;
Base;FAB CE;I;2011;88,220;;;
Base;FAB CE;I;2012;78,489;;;
Base;FAB CE;I;2013;72,320;;;
Base;FAB CE;I;2014;73,986;;;
Base;FAB CE;I;2015;73,072;;;
Base;FAB CE;I;2016;72,783;;;
Base;FAB CE;I;2017;75,620;;;
Base;FAB CE;I;2018;75,894;;;
Base;FAB CE;I;2019;73,856;;;
Base;FAB CE;I;2020;45,227;;;
Base;FAB CE;I;2021;55,287;;;
Base;FAB CE;I;2022;60,252;;;
High;FAB CE;I;2022;60,252;;;
Low;FAB CE;I;2022;60,252;;;
Base;FAB CE;I;2023;62,677;;;
High;FAB CE;I;2023;63,472;;;
Low;FAB CE;I;2023;61,887;;;
Base;FAB CE;I;2024;66,519;;;
High;FAB CE;I;2024;68,467;;;
Low;FAB CE;I;2024;64,526;;;
Base;FAB CE;I;2025;67,808;;;
High;FAB CE;I;2025;70,932;;;
Low;FAB CE;I;2025;64,656;;;
Base;FAB CE;I;2026;69,370;;;
High;FAB CE;I;2026;73,588;;;
Low;FAB CE;I;2026;65,269;;;
Base;FAB CE;I;2027;70,907;;;
High;FAB CE;I;2027;76,164;;;
