Rank;TZ;DAIO;Yr;mvts;;;
Base;Cyprus;TO;2018;307,080;;;
Base;Cyprus;TO;2019;327,981;;;
Base;Cyprus;TO;2020;128,808;;;
Base;Cyprus;TO;2021;197,015;;;
Base;Cyprus;TO;2022;268,259;;;
High;Cyprus;TO;2022;268,259;;;
Low;Cyprus;TO;2022;268,259;;;
Base;Cyprus;TO;2023;344,678;;;
High;Cyprus;TO;2023;347,245;;;
Low;Cyprus;TO;2023;342,084;;;
Base;Cyprus;TO;2024;377,991;;;
High;Cyprus;TO;2024;389,293;;;
Low;Cyprus;TO;2024;365,328;;;
Base;Cyprus;TO;2025;390,398;;;
High;Cyprus;TO;2025;409,742;;;
Low;Cyprus;TO;2025;370,230;;;
Base;Cyprus;TO;2026;403,888;;;
High;Cyprus;TO;2026;432,073;;;
Low;Cyprus;TO;2026;375,706;;;
Base;Cyprus;TO;2027;416,909;;;
High;Cyprus;TO;2027;454,712;;;
Low;Cyprus;TO;2027;380,408;;;
Base;Cyprus;TO;2028;430,373;;;
High;Cyprus;TO;2028;477,774;;;
Low;Cyprus;TO;2028;385,684;;;
Base;Cyprus;TO;2029;441,910;;;
High;Cyprus;TO;2029;499,421;;;
Low;Cyprus;TO;2029;389,005;;;
Base;Czech Republic;TO;2010;499,852;;;
Base;Czech Republic;TO;2011;529,613;;;
Base;Czech Republic;TO;2012;532,265;;;
Base;Czech Republic;TO;2013;536,591;;;
Base;Czech Republic;TO;2014;560,207;;;
Base;Czech Republic;TO;2015;602,396;;;
Base;Czech Republic;TO;2016;645,923;;;
Base;Czech Republic;TO;2017;651,055;;;
Base;Czech Republic;TO;2018;703,238;;;
Base;Czech Republic;TO;2019;695,320;;;
Base;Czech Republic;TO;2020;274,639;;;
Base;Czech Republic;TO;2021;327,247;;;
Base;Czech Republic;TO;2022;497,645;;;
High;Czech Republic;TO;2022;497,645;;;
Low;Czech Republic;TO;2022;497,645;;;
Base;Czech Republic;TO;2023;568,485;;;
High;Czech Republic;TO;2023;571,504;;;
Low;Czech Republic;TO;2023;565,109;;;
Base;Czech Republic;TO;2024;645,790;;;
High;Czech Republic;TO;2024;656,681;;;
Low;Czech Republic;TO;2024;633,947;;;
Base;Czech Republic;TO;2025;658,508;;;
High;Czech Republic;TO;2025;681,588;;;
Low;Czech Republic;TO;2025;635,875;;;
Base;Czech Republic;TO;2026;673,424;;;
High;Czech Republic;TO;2026;706,656;;;
Low;Czech Republic;TO;2026;640,812;;;
Base;Czech Republic;TO;2027;686,440;;;
High;Czech Republic;TO;2027;729,855;;;
Low;Czech Republic;TO;2027;643,742;;;
Base;Czech Republic;TO;2028;698,861;;;
High;Czech Republic;TO;2028;750,425;;;
Low;Czech Republic;TO;2028;646,968;;;
Base;Czech Republic;TO;2029;706,536;;;
High;Czech Republic;TO;2029;766,079;;;
Low;Czech Republic;TO;2029;645,573;;;
Base;Danube FAB;TO;2010;518,477;;;
Base;Danube FAB;TO;2011;548,186;;;
Base;Danube FAB;TO;2012;550,301;;;
Base;Danube FAB;TO;2013;571,861;;;
Base;Danube FAB;TO;2014;634,632;;;
Base;Danube FAB;TO;2015;691,268;;;
Base;Danube FAB;TO;2016;668,108;;;
Base;Danube FAB;TO;2017;686,509;;;
Base;Danube FAB;TO;2018;765,088;;;
Base;Danube FAB;TO;2019;781,413;;;
Base;Danube FAB;TO;2020;330,846;;;
Base;Danube FAB;TO;2021;461,353;;;
Base;Danube FAB;TO;2022;729,067;;;
High;Danube FAB;TO;2022;729,067;;;
Low;Danube FAB;TO;2022;729,067;;;
Base;Danube FAB;TO;2023;854,919;;;
High;Danube FAB;TO;2023;859,489;;;
Low;Danube FAB;TO;2023;850,015;;;
Base;Danube FAB;TO;2024;931,748;;;
High;Danube FAB;TO;2024;949,784;;;
Low;Danube FAB;TO;2024;913,033;;;
Base;Danube FAB;TO;2025;949,536;;;
High;Danube FAB;TO;2025;984,038;;;
Low;Danube FAB;TO;2025;915,335;;;
Base;Danube FAB;TO;2026;970,660;;;
High;Danube FAB;TO;2026;1,019,992;;;
Low;Danube FAB;TO;2026;921,907;;;
Base;Danube FAB;TO;2027;989,876;;;
High;Danube FAB;TO;2027;1,054,685;;;
Low;Danube FAB;TO;2027;926,404;;;
Base;Danube FAB;TO;2028;1,009,007;;;
High;Danube FAB;TO;2028;1,087,665;;;
Low;Danube FAB;TO;2028;931,652;;;
Base;Danube FAB;TO;2029;1,022,579;;;
High;Danube FAB;TO;2029;1,115,170;;;
Low;Danube FAB;TO;2029;931,516;;;
Base;Denmark;TO;2010;289,790;;;
Base;Denmark;TO;2011;305,563;;;
Base;Denmark;TO;2012;295,101;;;
Base;Denmark;TO;2013;302,244;;;
Base;Denmark;TO;2014;300,388;;;
Base;Denmark;TO;2015;303,617;;;
Base;Denmark;TO;2016;303,595;;;
Base;Denmark;TO;2017;318,094;;;
Base;Denmark;TO;2018;332,486;;;
Base;Denmark;TO;2019;334,168;;;
Base;Denmark;TO;2020;140,241;;;
Base;Denmark;TO;2021;150,460;;;
Base;Denmark;TO;2022;234,902;;;
High;Denmark;TO;2022;234,902;;;
Low;Denmark;TO;2022;234,902;;;
Base;Denmark;TO;2023;263,578;;;
High;Denmark;TO;2023;265,334;;;
Low;Denmark;TO;2023;261,709;;;
Base;Denmark;TO;2024;294,554;;;
High;Denmark;TO;2024;300,615;;;
Low;Denmark;TO;2024;288,102;;;
Base;Denmark;TO;2025;298,063;;;
High;Denmark;TO;2025;310,114;;;
Low;Denmark;TO;2025;287,158;;;
Base;Denmark;TO;2026;303,387;;;
High;Denmark;TO;2026;319,901;;;
Low;Denmark;TO;2026;288,595;;;
Base;Denmark;TO;2027;308,038;;;
High;Denmark;TO;2027;328,867;;;
Low;Denmark;TO;2027;289,135;;;
Base;Denmark;TO;2028;312,826;;;
High;Denmark;TO;2028;337,075;;;
Low;Denmark;TO;2028;289,908;;;
Base;Denmark;TO;2029;315,849;;;
High;Denmark;TO;2029;343,305;;;
Low;Denmark;TO;2029;288,833;;;
Base;DK-SE FAB;TO;2010;287,585;;;
Base;DK-SE FAB;TO;2011;300,186;;;
Base;DK-SE FAB;TO;2012;293,521;;;
Base;DK-SE FAB;TO;2013;302,340;;;
Base;DK-SE FAB;TO;2014;304,379;;;
Base;DK-SE FAB;TO;2015;305,568;;;
Base;DK-SE FAB;TO;2016;307,202;;;
Base;DK-SE FAB;TO;2017;323,652;;;
Base;DK-SE FAB;TO;2018;348,218;;;
Base;DK-SE FAB;TO;2019;358,023;;;
Base;DK-SE FAB;TO;2020;161,263;;;
Base;DK-SE FAB;TO;2021;173,854;;;
Base;DK-SE FAB;TO;2022;269,211;;;
High;DK-SE FAB;TO;2022;269,211;;;
Low;DK-SE FAB;TO;2022;269,211;;;
Base;DK-SE FAB;TO;2023;290,365;;;
High;DK-SE FAB;TO;2023;292,172;;;
Low;DK-SE FAB;TO;2023;288,440;;;
Base;DK-SE FAB;TO;2024;317,107;;;
High;DK-SE FAB;TO;2024;323,905;;;
Low;DK-SE FAB;TO;2024;309,916;;;
Base;DK-SE FAB;TO;2025;322,463;;;
High;DK-SE FAB;TO;2025;335,916;;;
Low;DK-SE FAB;TO;2025;309,664;;;
Base;DK-SE FAB;TO;2026;329,473;;;
High;DK-SE FAB;TO;2026;348,247;;;
Low;DK-SE FAB;TO;2026;311,814;;;
Base;DK-SE FAB;TO;2027;335,656;;;
High;DK-SE FAB;TO;2027;359,810;;;
Low;DK-SE FAB;TO;2027;312,978;;;
Base;DK-SE FAB;TO;2028;341,847;;;
High;DK-SE FAB;TO;2028;370,615;;;
Low;DK-SE FAB;TO;2028;314,361;;;
Base;DK-SE FAB;TO;2029;345,951;;;
High;DK-SE FAB;TO;2029;379,209;;;
Low;DK-SE FAB;TO;2029;313,645;;;
Base;ECAC;TO;2010;133,399;;;
Base;ECAC;TO;2011;135,902;;;
Base;ECAC;TO;2012;144,854;;;
Base;ECAC;TO;2013;164,937;;;
Base;ECAC;TO;2014;181,316;;;
Base;ECAC;TO;2015;177,372;;;
Base;ECAC;TO;2016;171,742;;;
Base;ECAC;TO;2017;181,692;;;
Base;ECAC;TO;2018;194,467;;;
Base;ECAC;TO;2019;197,149;;;
Base;ECAC;TO;2020;98,655;;;
Base;ECAC;TO;2021;149,110;;;
Base;ECAC;TO;2022;171,319;;;
High;ECAC;TO;2022;171,319;;;
Low;ECAC;TO;2022;171,319;;;
Base;ECAC;TO;2023;210,707;;;
High;ECAC;TO;2023;213,014;;;
Low;ECAC;TO;2023;208,520;;;
Base;ECAC;TO;2024;228,293;;;
High;ECAC;TO;2024;236,851;;;
Low;ECAC;TO;2024;217,120;;;
Base;ECAC;TO;2025;233,200;;;
High;ECAC;TO;2025;245,248;;;
Low;ECAC;TO;2025;219,152;;;
Base;ECAC;TO;2026;238,728;;;
High;ECAC;TO;2026;254,634;;;
Low;ECAC;TO;2026;221,649;;;
Base;ECAC;TO;2027;244,201;;;
High;ECAC;TO;2027;264,372;;;
Low;ECAC;TO;2027;223,958;;;
Base;ECAC;TO;2028;250,087;;;
High;ECAC;TO;2028;274,892;;;
Low;ECAC;TO;2028;226,563;;;
Base;ECAC;TO;2029;255,112;;;
High;ECAC;TO;2029;284,864;;;
Low;ECAC;TO;2029;228,281;;;
Base;Egypt;TO;2023;147,198;;;
High;Egypt;TO;2023;148,658;;;
Low;Egypt;TO;2023;145,682;;;
Base;ESRA02;TO;2023;252,539;;;
High;ESRA02;TO;2023;254,568;;;
Low;ESRA02;TO;2023;250,571;;;
Base;ESRA02;TO;2024;305,051;;;
High;ESRA02;TO;2024;313,620;;;
Low;ESRA02;TO;2024;295,233;;;
Base;ESRA02;TO;2025;313,616;;;
High;ESRA02;TO;2025;327,751;;;
Low;ESRA02;TO;2025;299,116;;;
Base;ESRA02;TO;2026;322,859;;;
High;ESRA02;TO;2026;343,010;;;
Low;ESRA02;TO;2026;303,379;;;
Base;ESRA02;TO;2027;331,733;;;
High;ESRA02;TO;2027;358,562;;;
Low;ESRA02;TO;2027;307,172;;;
Base;ESRA02;TO;2028;341,390;;;
High;ESRA02;TO;2028;375,476;;;
Low;ESRA02;TO;2028;311,388;;;
Base;ESRA02;TO;2029;349,816;;;
High;ESRA02;TO;2029;391,665;;;
Low;ESRA02;TO;2029;314,261;;;
Base;ESRA08;TO;2010;115,536;;;
Base;ESRA08;TO;2011;111,633;;;
Base;ESRA08;TO;2012;118,968;;;
Base;ESRA08;TO;2013;138,883;;;
Base;ESRA08;TO;2014;151,085;;;
Base;ESRA08;TO;2015;142,073;;;
Base;ESRA08;TO;2016;135,010;;;
Base;ESRA08;TO;2017;143,256;;;
Base;ESRA08;TO;2018;150,556;;;
Base;ESRA08;TO;2019;152,331;;;
Base;ESRA08;TO;2020;68,805;;;
Base;ESRA08;TO;2021;105,063;;;
Base;ESRA08;TO;2022;147,388;;;
High;ESRA08;TO;2022;147,388;;;
Low;ESRA08;TO;2022;147,388;;;
Base;ESRA08;TO;2023;186,978;;;
High;ESRA08;TO;2023;188,866;;;
Low;ESRA08;TO;2023;185,156;;;
Base;ESRA08;TO;2024;214,113;;;
High;ESRA08;TO;2024;221,829;;;
Low;ESRA08;TO;2024;204,901;;;
Base;ESRA08;TO;2025;219,812;;;
High;ESRA08;TO;2025;231,589;;;
Low;ESRA08;TO;2025;207,245;;;
Base;ESRA08;TO;2026;226,161;;;
High;ESRA08;TO;2026;242,319;;;
Low;ESRA08;TO;2026;210,167;;;
Base;ESRA08;TO;2027;232,416;;;
High;ESRA08;TO;2027;253,431;;;
Low;ESRA08;TO;2027;212,831;;;
Base;ESRA08;TO;2028;239,139;;;
High;ESRA08;TO;2028;265,443;;;
Low;ESRA08;TO;2028;215,832;;;
Base;ESRA08;TO;2029;245,002;;;
High;ESRA08;TO;2029;276,982;;;
Low;ESRA08;TO;2029;217,928;;;
Base;Estonia;TO;2010;124,459;;;
Base;Estonia;TO;2011;140,316;;;
Base;Estonia;TO;2012;141,721;;;
Base;Estonia;TO;2013;147,627;;;
Base;Estonia;TO;2014;155,543;;;
Base;Estonia;TO;2015;154,332;;;
Base;Estonia;TO;2016;161,197;;;
Base;Estonia;TO;2017;171,714;;;
Base;Estonia;TO;2018;184,194;;;
Base;Estonia;TO;2019;182,664;;;
Base;Estonia;TO;2020;76,483;;;
Base;Estonia;TO;2021;85,696;;;
Base;Estonia;TO;2022;106,018;;;
High;Estonia;TO;2022;106,018;;;
Low;Estonia;TO;2022;106,018;;;
Base;Estonia;TO;2023;115,024;;;
High;Estonia;TO;2023;115,744;;;
Low;Estonia;TO;2023;114,291;;;
Base;Estonia;TO;2024;126,245;;;
High;Estonia;TO;2024;129,431;;;
Low;Estonia;TO;2024;123,236;;;
Base;Estonia;TO;2025;127,847;;;
High;Estonia;TO;2025;133,930;;;
Low;Estonia;TO;2025;122,400;;;
Base;Estonia;TO;2026;129,889;;;
High;Estonia;TO;2026;138,241;;;
Low;Estonia;TO;2026;122,610;;;
Base;Estonia;TO;2027;131,730;;;
High;Estonia;TO;2027;142,426;;;
Low;Estonia;TO;2027;122,600;;;
Base;Estonia;TO;2028;133,595;;;
High;Estonia;TO;2028;146,516;;;
Low;Estonia;TO;2028;122,753;;;
Base;Estonia;TO;2029;134,681;;;
High;Estonia;TO;2029;149,806;;;
Low;Estonia;TO;2029;122,195;;;
Base;EU27;TO;2019;986,051;;;
Base;EU27;TO;2020;446,849;;;
Base;EU27;TO;2021;547,381;;;
Base;EU27;TO;2022;804,384;;;
High;EU27;TO;2022;804,384;;;
Low;EU27;TO;2022;804,384;;;
Base;EU27;TO;2023;948,804;;;
High;EU27;TO;2023;956,250;;;
Low;EU27;TO;2023;941,463;;;
Base;EU27;TO;2024;1,052,316;;;
High;EU27;TO;2024;1,074,580;;;
Low;EU27;TO;2024;1,029,302;;;
Base;EU27;TO;2025;1,068,904;;;
High;EU27;TO;2025;1,104,618;;;
Low;EU27;TO;2025;1,032,869;;;
Base;EU27;TO;2026;1,088,342;;;
High;EU27;TO;2026;1,137,562;;;
Low;EU27;TO;2026;1,039,704;;;
Base;EU27;TO;2027;1,107,198;;;
High;EU27;TO;2027;1,170,975;;;
Low;EU27;TO;2027;1,045,633;;;
Base;EU27;TO;2028;1,128,304;;;
High;EU27;TO;2028;1,207,826;;;
Low;EU27;TO;2028;1,053,287;;;
Base;EU27;TO;2029;1,146,275;;;
High;EU27;TO;2029;1,242,291;;;
Low;EU27;TO;2029;1,057,829;;;
Base;FAB CE;TO;2010;1,122,626;;;
Base;FAB CE;TO;2011;1,176,991;;;
Base;FAB CE;TO;2012;1,180,304;;;
Base;FAB CE;TO;2013;1,192,291;;;
Base;FAB CE;TO;2014;1,262,041;;;
Base;FAB CE;TO;2015;1,319,982;;;
Base;FAB CE;TO;2016;1,364,443;;;
Base;FAB CE;TO;2017;1,418,115;;;
Base;FAB CE;TO;2018;1,525,668;;;
Base;FAB CE;TO;2019;1,573,855;;;
Base;FAB CE;TO;2020;654,204;;;
Base;FAB CE;TO;2021;863,540;;;
Base;FAB CE;TO;2022;1,458,219;;;
High;FAB CE;TO;2022;1,458,219;;;
Low;FAB CE;TO;2022;1,458,219;;;
Base;FAB CE;TO;2023;1,679,198;;;
High;FAB CE;TO;2023;1,688,243;;;
Low;FAB CE;TO;2023;1,669,474;;;
Base;FAB CE;TO;2024;1,826,926;;;
High;FAB CE;TO;2024;1,861,623;;;
Low;FAB CE;TO;2024;1,790,381;;;
Base;FAB CE;TO;2025;1,863,268;;;
High;FAB CE;TO;2025;1,934,139;;;
Low;FAB CE;TO;2025;1,792,928;;;
Base;FAB CE;TO;2026;1,904,671;;;
High;FAB CE;TO;2026;2,006,163;;;
Low;FAB CE;TO;2026;1,804,363;;;
Base;FAB CE;TO;2027;1,940,726;;;
High;FAB CE;TO;2027;2,072,871;;;
Low;FAB CE;TO;2027;1,810,396;;;
Base;FAB CE;TO;2028;1,974,392;;;
High;FAB CE;TO;2028;2,132,689;;;
Low;FAB CE;TO;2028;1,817,094;;;
Base;FAB CE;TO;2029;1,994,808;;;
High;FAB CE;TO;2029;2,179,131;;;
Low;FAB CE;TO;2029;1,811,470;;;
Base;FABEC;TO;2010;1,196,414;;;
Base;FABEC;TO;2011;1,261,900;;;
Base;FABEC;TO;2012;1,221,855;;;
Base;FABEC;TO;2013;1,239,710;;;
Base;FABEC;TO;2014;1,281,622;;;
Base;FABEC;TO;2015;1,310,067;;;
Base;FABEC;TO;2016;1,408,643;;;
Base;FABEC;TO;2017;1,500,673;;;
Base;FABEC;TO;2018;1,569,294;;;
Base;FABEC;TO;2019;1,614,823;;;
Base;FABEC;TO;2020;593,129;;;
Base;FABEC;TO;2021;702,701;;;
Base;FABEC;TO;2022;1,443,434;;;
High;FABEC;TO;2022;1,443,434;;;
Low;FABEC;TO;2022;1,443,434;;;
Base;FABEC;TO;2023;1,616,310;;;
High;FABEC;TO;2023;1,625,618;;;
Low;FABEC;TO;2023;1,606,874;;;
Base;FABEC;TO;2024;1,721,851;;;
High;FABEC;TO;2024;1,756,282;;;
Low;FABEC;TO;2024;1,686,617;;;
Base;FABEC;TO;2025;1,752,939;;;
High;FABEC;TO;2025;1,821,929;;;
Low;FABEC;TO;2025;1,683,463;;;
Base;FABEC;TO;2026;1,788,749;;;
High;FABEC;TO;2026;1,883,347;;;
Low;FABEC;TO;2026;1,693,899;;;
Base;FABEC;TO;2027;1,816,576;;;
High;FABEC;TO;2027;1,933,766;;;
Low;FABEC;TO;2027;1,696,992;;;
Base;FABEC;TO;2028;1,845,088;;;
High;FABEC;TO;2028;1,986,870;;;
Low;FABEC;TO;2028;1,701,466;;;
Base;FABEC;TO;2029;1,862,447;;;
High;FABEC;TO;2029;2,027,971;;;
Low;FABEC;TO;2029;1,696,496;;;
Base;Finland;TO;2010;40,974;;;
Base;Finland;TO;2011;43,088;;;
Base;Finland;TO;2012;46,563;;;
Base;Finland;TO;2013;49,036;;;
Base;Finland;TO;2014;52,953;;;
Base;Finland;TO;2015;54,375;;;
Base;Finland;TO;2016;55,602;;;
Base;Finland;TO;2017;60,126;;;
Base;Finland;TO;2018;62,099;;;
Base;Finland;TO;2019;62,471;;;
Base;Finland;TO;2020;33,059;;;
Base;Finland;TO;2021;38,055;;;
Base;Finland;TO;2022;53,093;;;
High;Finland;TO;2022;53,093;;;
Low;Finland;TO;2022;53,093;;;
Base;Finland;TO;2023;60,981;;;
High;Finland;TO;2023;61,322;;;
Low;Finland;TO;2023;60,625;;;
Base;Finland;TO;2024;68,542;;;
High;Finland;TO;2024;69,991;;;
Low;Finland;TO;2024;67,113;;;
Base;Finland;TO;2025;69,738;;;
High;Finland;TO;2025;72,978;;;
Low;Finland;TO;2025;66,955;;;
Base;Finland;TO;2026;71,295;;;
High;Finland;TO;2026;75,922;;;
Low;Finland;TO;2026;67,502;;;
Base;Finland;TO;2027;72,774;;;
High;Finland;TO;2027;78,870;;;
Low;Finland;TO;2027;67,925;;;
Base;Finland;TO;2028;74,405;;;
High;Finland;TO;2028;81,963;;;
Low;Finland;TO;2028;68,481;;;
Base;Finland;TO;2029;75,641;;;
High;Finland;TO;2029;84,690;;;
Low;Finland;TO;2029;68,640;;;
Base;France;TO;2010;1,329,868;;;
Base;France;TO;2011;1,432,077;;;
Base;France;TO;2012;1,406,528;;;
Base;France;TO;2013;1,419,885;;;
Base;France;TO;2014;1,481,978;;;
Base;France;TO;2015;1,515,172;;;
Base;France;TO;2016;1,618,800;;;
Base;France;TO;2017;1,711,131;;;
Base;France;TO;2018;1,778,174;;;
Base;France;TO;2019;1,798,271;;;
Base;France;TO;2020;668,691;;;
Base;France;TO;2021;894,025;;;
Base;France;TO;2022;1,611,820;;;
High;France;TO;2022;1,611,820;;;
Low;France;TO;2022;1,611,820;;;
Base;France;TO;2023;1,768,302;;;
High;France;TO;2023;1,779,774;;;
Low;France;TO;2023;1,756,411;;;
Base;France;TO;2024;1,891,458;;;
High;France;TO;2024;1,933,975;;;
Low;France;TO;2024;1,847,986;;;
Base;France;TO;2025;1,937,413;;;
High;France;TO;2025;2,027,656;;;
Low;France;TO;2025;1,849,531;;;
Base;France;TO;2026;1,989,892;;;
High;France;TO;2026;2,114,553;;;
Low;France;TO;2026;1,869,182;;;
Base;France;TO;2027;2,032,223;;;
High;France;TO;2027;2,184,142;;;
Low;France;TO;2027;1,878,591;;;
Base;France;TO;2028;2,071,292;;;
High;France;TO;2028;2,248,818;;;
Low;France;TO;2028;1,888,650;;;
Base;France;TO;2029;2,093,742;;;
High;France;TO;2029;2,296,654;;;
Low;France;TO;2029;1,884,290;;;
Base;Georgia;TO;2010;76,074;;;
Base;Georgia;TO;2011;88,180;;;
Base;Georgia;TO;2012;86,417;;;
Base;Georgia;TO;2013;86,023;;;
Base;Georgia;TO;2014;91,003;;;
Base;Georgia;TO;2015;96,242;;;
Base;Georgia;TO;2016;96,453;;;
Base;Georgia;TO;2017;102,911;;;
Base;Georgia;TO;2018;105,460;;;
Base;Georgia;TO;2019;92,034;;;
Base;Georgia;TO;2020;52,023;;;
Base;Georgia;TO;2021;56,741;;;
Base;Georgia;TO;2022;104,440;;;
High;Georgia;TO;2022;104,440;;;
Low;Georgia;TO;2022;104,440;;;
Base;Georgia;TO;2023;170,118;;;
High;Georgia;TO;2023;171,666;;;
Low;Georgia;TO;2023;168,509;;;
Base;Georgia;TO;2024;191,054;;;
High;Georgia;TO;2024;196,843;;;
Low;Georgia;TO;2024;185,462;;;
Base;Georgia;TO;2025;194,019;;;
High;Georgia;TO;2025;202,425;;;
Low;Georgia;TO;2025;186,350;;;
Base;Georgia;TO;2026;197,592;;;
High;Georgia;TO;2026;208,345;;;
Low;Georgia;TO;2026;188,007;;;
Base;Georgia;TO;2027;201,138;;;
High;Georgia;TO;2027;214,388;;;
Low;Georgia;TO;2027;189,546;;;
Base;Georgia;TO;2028;204,972;;;
High;Georgia;TO;2028;220,676;;;
Low;Georgia;TO;2028;191,342;;;
Base;Georgia;TO;2029;208,225;;;
High;Georgia;TO;2029;226,468;;;
Low;Georgia;TO;2029;192,527;;;
Base;Germany;TO;2010;1,067,597;;;
Base;Germany;TO;2011;1,115,593;;;
Base;Germany;TO;2012;1,100,869;;;
Base;Germany;TO;2013;1,128,767;;;
Base;Germany;TO;2014;1,158,148;;;
Base;Germany;TO;2015;1,179,477;;;
Base;Germany;TO;2016;1,209,404;;;
Base;Germany;TO;2017;1,278,268;;;
Base;Germany;TO;2018;1,340,293;;;
Base;Germany;TO;2019;1,338,464;;;
Base;Germany;TO;2020;582,183;;;
Base;Germany;TO;2021;675,153;;;
Base;Germany;TO;2022;1,166,604;;;
High;Germany;TO;2022;1,166,604;;;
Low;Germany;TO;2022;1,166,604;;;
Base;Germany;TO;2023;1,269,187;;;
High;Germany;TO;2023;1,277,326;;;
Low;Germany;TO;2023;1,260,613;;;
Base;Germany;TO;2024;1,374,490;;;
High;Germany;TO;2024;1,401,179;;;
Low;Germany;TO;2024;1,346,461;;;
Base;Germany;TO;2025;1,387,113;;;
High;Germany;TO;2025;1,440,112;;;
Low;Germany;TO;2025;1,339,845;;;
Base;Germany;TO;2026;1,407,173;;;
High;Germany;TO;2026;1,479,524;;;
Low;Germany;TO;2026;1,343,462;;;
Base;Germany;TO;2027;1,423,564;;;
High;Germany;TO;2027;1,514,600;;;
Low;Germany;TO;2027;1,342,745;;;
Base;Germany;TO;2028;1,442,541;;;
High;Germany;TO;2028;1,550,121;;;
Low;Germany;TO;2028;1,343,424;;;
Base;Germany;TO;2029;1,455,482;;;
High;Germany;TO;2029;1,579,326;;;
Low;Germany;TO;2029;1,337,591;;;
Base;Greece;TO;2010;313,349;;;
Base;Greece;TO;2011;314,641;;;
Base;Greece;TO;2012;319,328;;;
Base;Greece;TO;2013;309,315;;;
Base;Greece;TO;2014;328,298;;;
Base;Greece;TO;2015;344,493;;;
Base;Greece;TO;2016;308,081;;;
Base;Greece;TO;2017;332,132;;;
Base;Greece;TO;2018;374,885;;;
Base;Greece;TO;2019;423,290;;;
Base;Greece;TO;2020;176,591;;;
Base;Greece;TO;2021;233,117;;;
Base;Greece;TO;2022;429,835;;;
High;Greece;TO;2022;429,835;;;
Low;Greece;TO;2022;429,835;;;
Base;Greece;TO;2023;516,024;;;
High;Greece;TO;2023;519,054;;;
Low;Greece;TO;2023;512,883;;;
Base;Greece;TO;2024;558,338;;;
High;Greece;TO;2024;569,861;;;
Low;Greece;TO;2024;546,322;;;
Base;Greece;TO;2025;569,090;;;
High;Greece;TO;2025;591,351;;;
Low;Greece;TO;2025;546,776;;;
Base;Greece;TO;2026;581,507;;;
High;Greece;TO;2026;613,769;;;
Low;Greece;TO;2026;549,583;;;
Base;Greece;TO;2027;593,077;;;
High;Greece;TO;2027;635,709;;;
Low;Greece;TO;2027;551,430;;;
Base;Greece;TO;2028;604,894;;;
High;Greece;TO;2028;657,280;;;
Low;Greece;TO;2028;554,033;;;
Base;Greece;TO;2029;613,355;;;
High;Greece;TO;2029;675,742;;;
Low;Greece;TO;2029;553,520;;;
Base;Hungary;TO;2010;511,535;;;
Base;Hungary;TO;2011;502,045;;;
Base;Hungary;TO;2012;496,758;;;
Base;Hungary;TO;2013;511,474;;;
Base;Hungary;TO;2014;577,647;;;
Base;Hungary;TO;2015;646,566;;;
Base;Hungary;TO;2016;673,916;;;
Base;Hungary;TO;2017;712,271;;;
Base;Hungary;TO;2018;780,463;;;
Base;Hungary;TO;2019;760,394;;;
Base;Hungary;TO;2020;328,432;;;
Base;Hungary;TO;2021;430,034;;;
Base;Hungary;TO;2022;789,873;;;
High;Hungary;TO;2022;789,873;;;
Low;Hungary;TO;2022;789,873;;;
Base;Hungary;TO;2023;912,941;;;
High;Hungary;TO;2023;917,688;;;
Low;Hungary;TO;2023;907,871;;;
Base;Hungary;TO;2024;958,992;;;
High;Hungary;TO;2024;977,901;;;
Low;Hungary;TO;2024;939,484;;;
Base;Hungary;TO;2025;978,254;;;
High;Hungary;TO;2025;1,015,351;;;
Low;Hungary;TO;2025;942,085;;;
Base;Hungary;TO;2026;1,000,395;;;
High;Hungary;TO;2026;1,053,339;;;
Low;Hungary;TO;2026;948,966;;;
Base;Hungary;TO;2027;1,020,082;;;
High;Hungary;TO;2027;1,089,591;;;
Low;Hungary;TO;2027;953,307;;;
Base;Hungary;TO;2028;1,039,438;;;
High;Hungary;TO;2028;1,123,652;;;
Low;Hungary;TO;2028;958,151;;;
Base;Hungary;TO;2029;1,052,626;;;
High;Hungary;TO;2029;1,151,501;;;
Low;Hungary;TO;2029;957,032;;;
Base;Iceland;TO;2010;76,370;;;
Base;Iceland;TO;2011;82,441;;;
Base;Iceland;TO;2012;77,215;;;
Base;Iceland;TO;2013;83,170;;;
Base;Iceland;TO;2014;93,309;;;
Base;Iceland;TO;2015;102,977;;;
Base;Iceland;TO;2016;111,499;;;
Base;Iceland;TO;2017;120,148;;;
Base;Iceland;TO;2018;124,630;;;
Base;Iceland;TO;2019;124,751;;;
Base;Iceland;TO;2020;55,958;;;
Base;Iceland;TO;2021;69,321;;;
Base;Iceland;TO;2022;108,854;;;
High;Iceland;TO;2022;108,854;;;
Low;Iceland;TO;2022;108,854;;;
Base;Iceland;TO;2023;132,418;;;
High;Iceland;TO;2023;133,055;;;
Low;Iceland;TO;2023;131,734;;;
Base;Iceland;TO;2024;158,470;;;
High;Iceland;TO;2024;160,705;;;
Low;Iceland;TO;2024;156,076;;;
Base;Iceland;TO;2025;161,594;;;
High;Iceland;TO;2025;166,005;;;
Low;Iceland;TO;2025;157,359;;;
Base;Iceland;TO;2026;165,485;;;
High;Iceland;TO;2026;172,374;;;
Low;Iceland;TO;2026;158,925;;;
Base;Iceland;TO;2027;169,236;;;
High;Iceland;TO;2027;178,739;;;
